Kategoria;Grupa;Podgrupa (wymiary);Wymiar 1;Wymiar 2;Jednostka miary;"2002";
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"15-19";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";5976;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"15-19";"praca w rolnictwie";"osoba";364;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"15-19";"niezarobkowe źródło, emerytura";"osoba";2361;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"15-19";"niezarobkowe źródło, renta";"osoba";2253;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"15-19";"pozostałe niezarobkowe";"osoba";1757;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"ogółem";"osoba";55003;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"praca poza rolnictwem, najemna";"osoba";36314;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";6677;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"praca w rolnictwie";"osoba";975;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"niezarobkowe źródło, emerytura";"osoba";5780;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"niezarobkowe źródło, renta";"osoba";3463;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"20-29";"pozostałe niezarobkowe";"osoba";1707;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"ogółem";"osoba";12912;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"praca poza rolnictwem, najemna";"osoba";7526;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";1714;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"praca w rolnictwie";"osoba";67;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"niezarobkowe źródło, emerytura";"osoba";2227;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"niezarobkowe źródło, renta";"osoba";909;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"30-39";"pozostałe niezarobkowe";"osoba";454;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"ogółem";"osoba";14516;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"praca poza rolnictwem, najemna";"osoba";7904;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";1849;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"praca w rolnictwie";"osoba";65;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"niezarobkowe źródło, emerytura";"osoba";2600;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"niezarobkowe źródło, renta";"osoba";1450;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"40-49";"pozostałe niezarobkowe";"osoba";619;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"ogółem";"osoba";10985;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"praca poza rolnictwem, najemna";"osoba";5259;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";813;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"praca w rolnictwie";"osoba";36;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"niezarobkowe źródło, emerytura";"osoba";3236;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"niezarobkowe źródło, renta";"osoba";1155;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg grup wieku i głównego źródła utrzymania (Wymiary: Grupy wieku; Źródła utrzymania)";"50 i więcej";"pozostałe niezarobkowe";"osoba";475;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"praca poza rolnictwem, najemna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"praca w rolnictwie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"niezarobkowe źródło, emerytura";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"niezarobkowe źródło, renta";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"ogółem";"pozostałe niezarobkowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"praca poza rolnictwem, najemna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"praca w rolnictwie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"niezarobkowe źródło, emerytura";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"niezarobkowe źródło, renta";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"mężczyźni";"pozostałe niezarobkowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"ogółem";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"praca poza rolnictwem, najemna";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"praca poza rolnictwem, na rachunek własny lub z najmu";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"praca w rolnictwie";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"niezarobkowe źródło, emerytura";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"niezarobkowe źródło, renta";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność utrzymywana wg płci i głównego źródła utrzymania (Wymiary: Płeć; Źródła utrzymania)";"kobiety";"pozostałe niezarobkowe";"osoba";0;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"ogółem";"polska";"osoba";621153;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"ogółem";"niepolska";"osoba";2872;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"mężczyźni";"ogółem";"osoba";300716;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"mężczyźni";"polska";"osoba";291128;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"mężczyźni";"niepolska";"osoba";1427;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"kobiety";"polska";"osoba";330025;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg deklarowanej narodowości (Wymiary: Płeć; Deklarowana narodowość)";"kobiety";"niepolska";"osoba";1445;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"ogółem";"wyłącznie polski";"osoba";616603;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"ogółem";"polski i niepolski(e)";"osoba";7088;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"ogółem";"wyłącznie niepolski(e)";"osoba";315;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"mężczyźni";"ogółem";"osoba";300716;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"mężczyźni";"wyłącznie polski";"osoba";289451;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"mężczyźni";"polski i niepolski(e)";"osoba";2963;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"mężczyźni";"wyłącznie niepolski(e)";"osoba";133;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"kobiety";"wyłącznie polski";"osoba";327152;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"kobiety";"polski i niepolski(e)";"osoba";4125;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg języka używanego w domu (Wymiary: Płeć; Język używany w domu)";"kobiety";"wyłącznie niepolski(e)";"osoba";182;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"0-9";"osoba";50176;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"10-19";"osoba";81329;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"20-29";"osoba";120703;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"30-39";"osoba";76612;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"40-49";"osoba";102266;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"50-59";"osoba";85656;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"60-69";"osoba";59518;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"70-79";"osoba";50060;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"80 i więcej";"osoba";13788;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"ogółem";"osoba";300716;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"0-9";"osoba";25762;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"10-19";"osoba";41309;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"20-29";"osoba";59656;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"30-39";"osoba";38556;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"40-49";"osoba";48252;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"50-59";"osoba";39235;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"60-69";"osoba";24878;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"70-79";"osoba";18659;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"80 i więcej";"osoba";4272;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"ogółem";"osoba";339651;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"0-9";"osoba";24414;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"10-19";"osoba";40020;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"20-29";"osoba";61047;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"30-39";"osoba";38056;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"40-49";"osoba";54014;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"50-59";"osoba";46421;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"60-69";"osoba";34640;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"70-79";"osoba";31401;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 10 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"kobiety";"80 i więcej";"osoba";9516;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"ogółem";"osoba";640367;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"0-4";"osoba";23448;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"5-9";"osoba";26728;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"10-14";"osoba";33602;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"15-19";"osoba";47727;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"20-24";"osoba";66201;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"25-29";"osoba";54502;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"30-34";"osoba";39882;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"35-39";"osoba";36730;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"40-44";"osoba";45599;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"45-49";"osoba";56667;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"50-54";"osoba";53828;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"55-59";"osoba";31828;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"60-64";"osoba";29098;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"65-69";"osoba";30420;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"70-74";"osoba";28694;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"75-79";"osoba";21366;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"80-84";"osoba";8653;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"ogółem";"85 i więcej";"osoba";5135;
"NARODOWE SPISY POWSZECHNE";"NSP 2002 - LUDNOŚĆ";"Ludność wg płci i 5 letnich grup wieku (Wymiary: Płeć; Grupy wieku)";"mężczyźni";"ogółem";"osoba";300716;
